customer_id,community_id
4202,26
4625,26
4167,26
2173,26
3543,26
1286,26
1642,26
4164,26
2007,26
2861,26
3539,26
529,26
4538,26
4919,26
169,26
31,26
2092,26
4921,26
2372,26
3123,26
3553,26
4629,26
4338,26
4784,26
587,26
4748,26
4296,26
4959,26
4136,26
1487,6
512,7
2269,6
3253,8
3758,8
2325,8
9,6
3464,8
2078,6
1938,8
411,6
1658,26
2713,6
821,6
2764,6
2135,10
245,8
2104,8
1990,6
580,7
2284,6
1491,8
2931,8
2995,8
293,8
822,11
4207,10
3615,8
4323,6
481,7
1046,6
1645,8
2871,10
1688,6
3473,8
869,10
3189,8
1809,6
2353,6
1513,6
3170,8
3747,6
593,8
1075,6
1799,6
1515,6
1156,6
2927,6
1451,8
1114,10
3559,10
1343,6
4351,6
2675,6
1722,7
370,8
2159,26
1226,26
1841,26
713,26
3767,26
1454,26
11,26
4423,26
1225,26
3035,26
2161,26
1977,26
1370,26
4314,26
2513,26
2109,26
1237,26
259,26
3492,26
165,26
2687,26
2218,26
682,26
932,26
1405,26
4307,26
3531,26
3144,26
2140,26
367,26
83,26
1277,26
283,26
3623,26
2459,26
223,26
2106,26
1540,26
3512,26
875,26
287,26
1761,26
2430,26
1138,26
1945,26
2231,26
4316,26
3879,26
619,26
2780,26
4790,26
4250,26
4251,26
4642,26
886,26
84,26
2806,13
13,13
3026,13
4123,13
814,13
1541,13
1569,13
2439,13
567,13
447,13
3305,13
201,13
698,13
2058,13
4078,13
1861,13
118,13
2771,13
205,13
1068,13
1303,13
3639,13
548,13
4394,13
3012,13
2874,13
3521,13
2491,13
2599,13
4587,13
117,13
4039,13
2246,13
603,13
3557,13
805,13
3420,13
3567,13
4112,13
1957,13
2857,13
2299,13
3520,13
4438,13
4241,13
4692,13
2030,13
1502,13
3882,13
4294,13
2266,13
74,8
3786,8
1412,8
14,8
1312,8
678,8
1526,8
4924,8
4468,8
1908,8
4131,8
2206,8
2937,8
2377,8
10,8
3645,8
1167,8
4930,8
2118,8
4154,8
4557,8
4901,8
2125,8
4898,8
332,8
656,8
215,8
326,8
3103,8
885,8
4355,8
1060,8
4206,8
2357,8
4388,8
561,8
4328,8
2834,8
3209,8
1257,8
624,8
1661,8
4934,8
2380,8
1408,8
3611,8
2785,8
1279,8
4290,8
4472,8
4523,8
1711,8
3664,8
3245,7
1594,7
3472,7
1152,7
427,7
2727,7
4471,7
1059,7
2131,7
16,7
3109,7
791,7
3884,7
2313,7
2275,7
634,7
4695,7
4917,7
1246,7
2137,7
3171,7
2509,7
360,7
1562,7
4242,7
3297,7
2590,7
4531,7
119,7
3362,7
1600,7
544,7
41,7
540,7
3835,7
750,7
75,7
883,7
3244,7
3564,7
3041,7
675,7
4454,7
4360,7
1390,7
1158,7
4944,7
570,7
2139,7
2592,7
3514,7
3162,7
2997,7
4966,7
1771,7
104,7
2972,7
2551,7
4690,7
665,8
4575,8
1192,8
3046,8
4109,8
533,8
4693,8
2605,8
53,8
17,8
3509,8
486,8
4723,8
1671,8
745,8
2766,8
2712,8
1236,8
63,8
1835,8
4950,8
1264,8
3928,8
2170,8
3631,8
1017,8
2420,8
4991,8
4768,8
1081,8
706,8
2724,8
4400,8
1619,8
3734,8
4038,8
207,8
2039,8
3302,8
3749,8
4657,8
4487,8
3927,8
3270,8
779,8
3323,8
4579,8
306,8
2369,8
877,8
1476,8
192,8
4297,8
1238,8
3351,8
2730,8
3595,8
4874,8
1685,8
3574,17
448,17
2991,17
2656,17
2668,17
420,17
2442,17
1299,17
3945,17
4265,17
2220,17
2723,17
451,17
255,17
1298,17
2458,17
362,17
3252,17
1612,17
3151,17
3873,17
1259,17
981,17
2077,17
4104,17
3735,17
1833,17
944,17
2957,17
4906,17
284,17
2905,17
2191,17
2368,17
1426,17
4430,17
3634,17
137,17
2601,17
132,17
4735,17
4445,17
4481,17
3485,17
4962,17
2527,17
2046,17
4312,17
2097,17
18,17
1740,10
1793,10
1019,10
1278,10
3654,10
2583,10
4938,10
3561,10
4420,10
22,10
4380,10
1119,10
609,10
3891,10
2364,10
373,10
4412,10
4310,10
1889,10
3225,10
4473,10
2116,10
2312,10
2882,10
1330,10
4627,10
4146,10
3483,10
4754,10
3449,10
2706,10
4095,10
1091,10
147,10
2504,10
3552,10
2864,10
4298,10
4149,10
4346,10
989,10
497,10
2028,10
4591,10
891,10
1288,10
690,10
3068,10
775,10
3825,10
3155,10
187,10
4691,10
1022,10
1607,10
602,10
2193,10
790,10
4098,10
1852,8
3737,8
4437,10
493,26
24,26
242,26
566,26
815,8
2691,26
2908,8
4647,8
4932,11
590,26
87,26
3331,10
4450,11
4401,26
3964,11
1079,26
2994,26
3308,10
4334,26
832,26
2461,11
679,10
4303,8
291,26
4204,10
2526,10
3251,26
916,8
950,26
4200,26
404,26
3896,26
3902,11
2872,26
4054,26
3048,26
2004,8
4567,8
3759,26
1071,26
2846,10
398,8
2263,26
1745,8
68,26
969,26
4989,8
3593,26
2963,26
2227,26
1297,26
247,11
4639,11
4817,11
3413,11
2912,11
377,11
3267,11
4226,11
4954,11
478,11
2955,11
183,11
1202,11
1816,11
3232,11
4561,11
2888,11
1668,11
3736,11
3401,11
4952,11
3183,11
429,11
3364,11
1989,11
4682,11
182,11
142,11
302,11
3143,11
4655,11
25,11
4070,11
1531,11
2739,11
2367,11
4554,11
3074,11
1338,11
732,11
689,11
1660,11
392,11
1530,11
776,11
1128,8
3809,8
2392,8
3688,8
112,8
2010,8
4913,8
2322,8
741,8
4749,8
3104,8
2663,8
2546,8
226,8
4133,8
220,8
1149,8
27,8
79,8
2961,8
3433,8
1535,8
3656,8
2285,8
3452,8
1092,8
3214,8
3390,8
4402,8
746,8
268,8
399,8
3721,8
2925,8
4082,8
2885,8
1910,8
2490,8
4510,8
1758,8
4809,8
1988,8
1815,8
1016,8
3468,8
3551,8
4918,8
3888,8
1175,8
4799,8
4257,8
243,8
856,8
4359,8
3591,8
177,8
4193,8
4249,8
1021,8
906,8
2774,8
3609,8
2737,8
2783,8
4466,6
4892,6
2611,6
1467,6
2591,6
2478,6
3129,6
1132,6
669,6
2856,6
3705,6
4189,6
2400,6
2870,6
4156,6
129,6
2290,6
3853,6
3790,6
773,6
21,6
1334,6
3647,6
2336,6
2566,6
2166,6
3860,6
3668,6
3327,6
4530,6
28,6
100,6
4565,6
2803,6
4631,6
3106,6
2332,6
3411,6
2466,6
3722,6
2318,6
4971,6
3329,6
2317,6
309,6
1914,6
1575,6
766,6
2089,6
1726,6
539,6
1950,6
3766,6
2486,6
3773,6
1587,6
3808,6
35,6
1088,6
3698,22
3339,22
3861,22
4135,22
2061,22
1684,22
3950,22
29,22
3024,22
4990,22
1565,22
3871,22
1249,22
286,22
4177,22
3922,22
639,22
3814,22
2626,22
2062,22
4599,22
3283,22
1557,22
3619,22
2609,22
1952,22
2404,22
1184,22
1964,22
2697,22
206,22
3500,22
3055,22
1603,22
294,22
3598,22
4819,22
4113,22
2236,22
1164,22
1905,22
850,22
1994,22
4672,22
4524,22
2610,22
685,22
2642,22
2049,22
3532,22
3216,22
4527,22
2962,23
4546,23
3671,23
2580,23
1648,23
3051,23
2171,23
3454,23
4111,23
3618,23
4432,23
1251,23
324,23
4395,23
2918,23
2756,23
1819,23
1859,23
2959,23
4165,23
4292,23
4713,23
4274,23
4114,23
330,23
166,23
1759,23
622,23
4564,23
2128,23
30,23
1901,23
3947,23
260,23
3957,23
2967,23
4240,23
1093,23
3707,23
2830,23
4711,23
89,23
1444,23
1871,23
2499,23
103,23
3067,23
4106,23
1621,23
3713,23
4602,23
2893,23
754,23
1804,23
999,23
1844,23
4936,10
4317,10
4834,10
1326,10
2393,10
2797,10
2855,10
3298,10
556,10
3680,10
2234,10
2205,10
1879,10
1133,10
617,10
3165,10
32,10
1825,10
1611,10
2036,10
3260,10
3658,10
1561,10
2505,10
3032,10
613,10
494,10
120,10
2744,10
715,10
2946,10
2989,10
387,10
3142,10
3477,10
2647,10
2441,25
4187,25
4534,25
2221,25
180,25
2667,25
2385,25
33,25
4902,25
3212,25
1806,25
3638,25
1744,25
988,25
3669,25
3432,25
4134,25
96,25
3877,25
3678,25
963,25
3753,25
2015,25
3549,25
3380,25
921,25
1943,25
731,25
2805,25
3316,25
1151,25
2641,25
1105,25
910,25
1324,25
1260,25
1750,25
2694,25
2971,25
4540,25
846,25
4349,25
4085,25
1082,25
3607,25
526,25
359,25
828,25
1227,25
4311,25
2076,25
450,25
2625,25
2496,25
2929,26
3961,26
1623,26
3801,26
2047,26
4228,26
2533,26
2934,26
4000,26
3427,26
4375,26
1528,26
3794,26
3740,26
1702,26
2174,26
663,26
2115,26
3614,26
4037,26
466,26
2431,26
406,26
2596,26
3712,26
19,26
3184,26
36,26
2619,26
439,26
4064,26
1316,26
4386,26
3777,26
3320,26
2233,26
1442,26
3626,26
2979,26
4,26
106,26
424,26
3923,26
1733,26
4021,26
3451,26
1826,26
3295,26
4047,26
4399,27
2346,27
4511,27
2923,27
4757,27
1506,27
3936,27
1812,27
3033,27
2500,27
1590,27
48,27
4301,27
1407,27
289,27
2268,27
4230,27
1126,27
2802,27
3314,27
4055,27
1098,27
2178,27
317,27
2462,27
1874,27
2157,27
671,27
3788,27
2629,27
311,27
401,27
3978,27
336,27
511,27
3768,27
3862,27
1662,27
2661,27
347,27
1086,27
444,27
3515,27
1551,27
630,27
4073,27
2615,27
3642,27
4110,27
3703,27
2207,27
2280,27
1937,27
3571,27
1520,7
171,7
1470,7
1719,7
2177,7
2765,7
4993,7
2329,7
156,7
1063,7
1601,7
2273,7
3169,7
49,7
3397,7
3266,7
3179,7
4687,7
4103,7
786,7
4295,7
97,7
3156,7
4608,7
4861,7
1553,7
2278,7
3757,7
1250,7
2655,7
3389,7
1301,7
2203,7
383,7
1290,7
4342,7
3841,7
2838,7
527,29
1425,29
2910,29
3217,29
837,29
4436,29
1579,29
50,29
2437,29
755,29
1808,29
1054,29
1080,29
355,29
3080,29
774,29
543,29
275,29
1195,29
1576,29
322,29
3663,29
729,29
2572,29
2485,29
4201,29
1211,29
681,29
4455,29
4139,29
1884,29
2394,29
4862,29
274,29
4150,29
2933,29
793,29
3717,29
379,29
2192,29
4750,30
4318,30
1436,30
1424,30
2000,30
3461,30
1821,30
40,30
4666,30
2071,30
2678,30
2052,30
651,30
1942,30
2689,30
3437,30
4605,30
4558,30
319,30
2775,30
1629,30
3508,30
2150,30
4175,30
3073,30
3259,30
241,30
3193,30
884,30
1507,30
4854,30
1659,30
604,30
2977,30
3265,30
2497,30
4941,30
1543,30
3942,30
4630,30
3958,30
1400,30
2356,30
1578,30
1785,30
2361,30
2059,30
528,30
55,30
2194,30
535,30
931,30
3198,30
4036,30
2254,30
1921,30
3456,30
1780,30
3621,30
2617,30
574,30
4229,10
978,10
2878,10
3606,10
1635,10
847,10
2528,10
1630,10
4578,10
3066,10
3356,10
1292,10
667,10
143,10
1083,10
4278,10
1876,10
1233,10
1125,10
3176,10
2525,10
2686,10
1447,10
485,10
687,10
608,10
56,10
2563,10
3943,10
1329,10
1756,10
2184,10
2670,10
1753,10
4916,10
3403,10
2928,10
559,10
1868,10
1940,10
333,10
4286,10
1460,10
2728,10
4057,10
1763,10
3147,10
4552,10
734,10
2186,10
2814,10
1265,10
3926,10
1703,10
3249,10
3321,10
858,10
531,10
562,10
4879,10
1332,10
3065,32
3898,32
1070,32
1566,32
3830,32
3665,32
1359,32
662,32
3852,32
2507,32
4646,32
202,32
1838,32
3505,32
1430,32
2230,32
2810,32
1239,32
616,32
4781,32
1073,32
57,32
1839,32
1446,32
454,32
3986,32
4374,32
2593,32
3313,32
4888,32
4213,32
3743,32
3286,32
4788,32
4660,32
1714,32
3088,32
3904,32
3670,32
3951,32
3442,32
2865,32
727,32
2795,32
4824,32
1402,32
2321,32
3955,32
3157,32
4596,32
2181,32
2142,32
4725,32
1483,32
3602,33
59,33
1282,33
3718,33
530,33
3282,33
4006,33
2985,33
4365,33
1380,33
1062,33
2210,33
2796,33
2763,33
1188,33
2163,33
2602,33
1830,33
855,33
955,33
1051,33
3739,33
4678,33
64,33
1939,33
2069,33
874,33
232,33
2604,33
371,33
162,33
1222,33
1087,33
1739,33
4424,33
2308,33
1040,33
644,33
697,33
3527,33
4188,33
4681,33
4126,33
4463,33
4378,33
4717,33
2435,8
2545,8
3294,8
2470,8
4180,8
102,8
1207,8
4517,8
3496,8
60,8
1309,8
2088,8
150,8
2836,8
762,8
3130,8
3318,8
857,8
2613,8
2760,8
1423,8
2481,8
3503,8
4611,8
3276,8
334,8
3913,8
1035,8
3803,8
3112,8
3648,8
3783,8
4270,8
4515,8
2634,8
2510,8
2276,35
1857,35
1261,35
308,35
2731,35
2195,35
1850,35
3303,35
4041,35
4593,35
893,35
4186,35
4183,35
3484,35
4407,35
423,35
61,35
4273,35
1456,35
1983,35
2964,35
1111,35
686,35
2948,35
353,35
1644,35
3821,35
882,35
3093,35
3738,35
3989,35
1637,35
2242,35
1518,35
2024,35
1887,35
3034,35
1041,35
902,35
2753,35
964,35
514,35
1015,35
3359,35
3537,35
4426,36
1187,36
2473,36
2214,36
249,36
4169,36
2248,36
1558,36
1906,36
4212,36
1762,36
62,36
1499,36
4560,36
1212,36
4943,36
181,36
995,36
3113,36
473,36
2945,36
3279,36
2981,36
1613,36
4638,36
1641,36
3234,36
3368,36
3912,36
4737,36
872,36
2915,36
3684,36
116,36
3354,36
1404,36
2501,36
4697,36
4643,36
4009,36
3572,36
571,36
4577,37
258,37
2705,37
2987,37
4964,37
2662,37
3818,37
2749,37
4884,37
2130,37
3976,37
4903,37
3257,37
3311,37
4024,37
2539,37
3851,37
4926,37
4704,37
4584,37
305,37
3344,37
2265,37
4118,37
1100,37
3673,37
281,37
4452,37
4793,37
4486,37
3866,37
1698,37
3846,37
2547,37
4142,37
4810,37
1673,37
4191,37
2094,37
3635,37
4398,37
598,37
2524,37
3069,37
1043,37
3050,37
2176,37
3938,37
3655,37
3154,37
65,37
1897,37
2845,37
414,37
1995,37
1544,10
3333,10
3797,10
1701,10
1848,10
4336,10
1183,10
2733,10
1788,10
4152,10
4101,10
3854,10
1697,10
4571,10
66,10
3044,10
3863,10
4411,10
1966,10
506,10
4880,10
4975,10
606,10
2423,10
4923,10
827,10
2812,10
4645,10
3182,10
4467,10
948,10
460,10
758,10
3400,10
4848,10
4237,10
2852,10
818,10
720,10
3466,10
1304,10
4798,10
4958,10
1371,10
2677,10
229,10
1958,10
3042,39
2632,39
2707,39
88,39
3637,39
751,39
1432,39
3425,39
4219,39
4686,39
3087,39
1448,39
1752,39
3616,39
3944,39
3152,39
203,39
385,39
2488,39
2561,39
4726,39
4844,39
1779,39
3867,39
3047,39
92,39
4343,39
3732,39
2710,39
4353,39
1228,39
4372,39
694,39
67,39
3199,39
1577,39
3096,39
4753,39
3535,39
4058,39
4805,39
2091,39
1953,39
3850,39
1552,39
4804,39
972,39
2809,39
136,39
2183,39
2262,39
4178,39
3518,39
2476,39
2026,39
2708,39
2422,39
244,39
4986,8
1285,8
3342,8
4828,8
677,8
1676,8
70,8
2002,8
1441,8
2401,8
2070,8
876,8
3971,8
1273,8
4076,8
3383,8
3691,8
1204,8
2635,8
349,8
908,8
327,8
3974,8
760,8
3929,8
325,8
278,8
3580,8
4105,8
4548,8
4855,8
4258,8
1362,8
1023,8
303,8
737,8
1360,8
1293,8
4734,8
3998,8
3481,8
716,6
1949,6
1177,6
3948,6
3672,6
4235,6
3309,6
340,6
2954,6
798,6
71,6
4589,6
4580,6
1123,6
3710,6
4764,6
3872,6
4718,6
2788,6
853,6
2126,6
235,6
1214,6
3038,6
3240,6
3108,6
4190,6
2512,6
4813,6
1205,6
2890,6
3076,6
1708,6
1704,6
2457,6
4759,6
1842,6
1219,6
2807,6
388,6
4658,6
2640,6
4585,6
3727,6
3288,6
4659,6
4179,6
462,7
3181,7
3281,7
1721,7
3247,7
3628,7
4074,7
3063,7
1533,7
365,7
3025,7
4886,7
2622,7
2608,7
868,7
2969,7
1626,7
2679,7
2577,7
4068,7
3453,7
4721,7
1694,7
2373,7
1941,7
4421,7
1555,7
1300,7
2518,7
3434,7
4145,7
72,7
4234,7
174,7
4476,7
2652,7
532,7
700,7
708,7
4289,7
4276,7
4745,7
2264,7
3475,7
3848,7
2519,7
3596,7
1574,7
2579,7
2216,7
4662,7
625,7
2229,7
1959,7
320,7
4493,7
3795,7
216,7
375,7
4535,7
3952,7
2326,7
1651,7
3196,7
3264,7
1592,7
73,7
164,7
830,7
1429,7
1095,7
1181,7
4773,7
560,7
1030,7
4812,7
476,7
635,7
3510,7
2405,7
957,7
817,7
2646,7
2079,7
1639,7
154,7
3558,7
848,7
3513,7
2238,7
410,7
647,7
4909,7
4598,7
3864,7
4122,7
650,7
134,7
813,7
2063,7
2860,7
1915,7
4904,7
4915,7
2409,7
2692,7
1913,7
2222,7
4610,7
2244,7
973,7
4174,7
270,8
1306,8
3844,8
4946,8
4999,8
3215,8
1142,8
3186,8
4775,8
551,8
2589,8
2717,8
4982,8
1796,8
1766,8
4871,8
992,8
3120,8
808,8
941,8
4685,8
2027,8
77,8
4100,8
2875,8
1568,8
442,8
1556,8
4549,8
4806,8
161,8
1379,8
1419,8
2822,8
2606,8
4559,8
3810,8
4702,8
3566,8
204,8
4839,7
376,7
1150,8
1918,7
421,7
796,7
3530,7
4633,7
1055,7
265,8
4590,7
4927,7
3379,7
1911,8
47,7
1078,10
1896,7
3807,10
343,7
3007,8
2172,7
2721,10
2777,7
433,7
3946,8
1349,7
2540,10
1789,8
515,7
145,7
4391,7
3071,7
2121,10
1706,8
380,8
4482,7
2345,7
4119,7
2554,10
3436,7
1315,7
710,7
2701,7
3831,8
2169,7
1818,7
321,7
1449,8
2249,8
1634,7
1387,8
4451,7
2782,7
3778,7
81,7
2950,7
4701,7
4185,7
3787,8
2511,45
139,45
1680,45
4416,45
2541,45
4802,45
4912,45
4814,45
1003,45
3548,45
1317,45
4714,45
2734,45
1479,45
4556,45
3506,45
4410,45
1340,45
1477,45
251,45
457,45
534,45
4900,45
3386,45
85,45
726,45
2588,45
4067,45
2866,45
2804,45
772,45
3933,45
4601,45
2271,45
1139,45
3869,45
1104,45
2117,45
2465,45
1609,45
2636,45
1235,45
2124,45
2745,45
1094,45
3724,45
1963,46
3479,46
4503,46
95,46
432,46
4825,46
3909,46
1976,46
3649,46
4656,46
1664,46
381,46
2755,46
2578,46
2560,46
2576,46
3150,46
3115,46
3474,46
4670,46
4065,46
3101,46
1727,46
4998,46
2258,46
2612,46
4127,46
2896,46
547,46
1599,46
101,46
2363,46
2914,46
2742,46
2379,46
4632,46
51,46
4143,46
3205,46
3254,46
2650,46
4025,46
1709,46
3367,46
991,46
1186,46
1213,46
3906,46
2674,46
4220,46
1431,46
2391,46
4637,46
899,46
1509,46
2074,46
1800,46
489,46
1020,46
521,11
3711,11
4771,11
2823,11
3583,11
2930,11
2699,11
797,11
2828,11
1929,11
4780,11
3330,11
178,11
1045,11
1037,11
3009,11
200,11
98,11
764,11
3581,11
228,11
2340,11
4040,11
4719,11
3868,11
499,11
1240,11
4822,11
3465,11
834,11
3729,11
594,11
739,11
2008,11
3250,11
4418,11
269,11
4641,11
2793,11
2164,11
4162,11
3982,11
2239,11
160,11
2586,11
2506,11
2984,11
2303,11
4873,11
4581,11
3164,11
3847,11
417,11
1670,11
148,0
4115,0
2418,0
4405,0
1674,0
4965,0
2387,0
1563,0
1494,0
1143,0
738,0
3482,0
633,0
3917,0
4722,0
4280,0
2245,0
928,0
2301,0
107,0
3617,0
523,0
461,0
110,0
1357,0
1457,0
1283,0
1917,0
1415,0
4194,0
3519,0
2232,0
2495,0
2202,0
2974,0
537,0
4875,0
2813,0
979,0
3476,0
4497,0
3919,0
3916,0
4449,0
3662,0
577,6
3832,6
2672,6
1602,6
4084,6
849,6
676,6
4744,6
3084,6
1130,6
4266,6
1148,6
3175,6
3013,6
2799,6
3306,6
911,6
3630,6
3490,6
2434,6
3973,6
3348,6
2247,6
926,6
4512,6
701,6
2107,6
393,6
3373,6
3099,6
4456,6
4776,6
3416,6
3746,6
2958,6
3577,6
4872,6
4935,6
2648,6
3875,6
742,6
637,6
945,6
111,6
2487,6
1036,6
3462,6
1481,6
3137,6
5,6
2879,6
2633,6
3730,6
2370,6
4619,26
1313,26
2685,26
45,26
4606,26
1215,26
4465,26
1922,26
638,26
803,26
4922,26
723,26
4992,26
246,26
2111,26
2768,26
1770,26
1196,26
3687,26
1067,26
2754,26
2480,26
173,26
591,26
3849,26
1522,26
4335,26
1894,26
1523,26
2081,26
2904,26
2659,26
2722,26
2757,26
1725,26
4089,26
2374,26
935,26
1180,26
3719,26
342,26
3805,26
873,26
43,26
113,26
155,26
3887,26
2286,26
4852,26
4840,26
1707,26
4846,26
1689,1
1165,1
1827,1
1348,1
4732,1
4689,1
2468,1
2390,1
1375,1
2414,1
4376,1
4288,1
4419,1
3387,1
2475,1
1538,1
4083,1
1170,1
2729,1
115,1
1193,1
2693,1
3100,1
3812,1
953,1
2558,1
3953,1
1936,1
351,1
4826,1
3219,1
1783,1
138,1
80,1
3798,1
2953,1
4676,1
2311,1
2148,1
4331,1
4988,1
3959,1
280,1
4442,1
1885,1
4371,1
2243,1
1232,1
4195,1
861,1
1008,1
2993,1
3262,1
836,1
860,1
3977,1
3704,1
852,1
1452,1
1870,1
1310,1
1064,1
469,8
3756,11
3885,11
3937,10
2884,11
121,11
1773,10
4495,8
4792,11
4356,11
1110,11
3349,26
4470,8
3894,10
1372,8
2072,11
3935,10
3277,11
4613,11
1715,11
4583,11
3001,11
3612,10
2145,11
468,8
3562,10
1875,26
1217,11
3292,11
2067,11
784,8
279,11
4393,7
2907,11
4337,8
1854,11
2898,26
909,26
4835,11
3921,11
3011,11
509,8
4081,11
954,11
1764,11
4332,10
4710,8
970,8
2020,8
313,8
2295,8
3140,8
915,8
292,8
3644,8
2415,8
2096,8
1146,8
2314,8
4513,8
4876,8
122,8
2767,8
839,8
3163,8
1534,8
918,8
3528,8
1622,8
2982,8
2769,8
4431,8
2156,8
4117,8
4594,8
2389,8
4987,8
3694,8
4248,8
2448,8
3366,8
3674,8
1234,8
4080,8
1962,8
2688,8
2568,8
3204,8
2320,8
1358,8
1210,8
2298,8
1191,8
3570,8
1765,8
316,8
2293,8
4867,2
897,2
1781,2
631,2
3381,2
4791,2
1388,2
2066,2
238,2
1627,2
3965,2
3117,2
1155,2
431,2
438,2
2432,2
4211,2
301,2
4931,2
4414,2
2464,2
3328,2
1056,2
4509,2
1996,2
3343,2
4060,2
123,2
3908,2
2842,2
1757,2
3997,2
4859,2
2436,2
1365,2
1118,2
4563,2
684,2
225,2
1956,2
3700,2
4233,3
2531,3
2100,3
4462,3
2302,3
3091,3
470,3
124,3
3785,3
3072,3
4121,3
2060,3
1084,3
4244,3
4547,3
4464,3
4390,3
1466,3
3823,3
1200,3
1190,3
575,3
4569,3
1354,3
2986,3
2073,3
2395,3
4507,3
2272,3
4322,3
2544,3
2334,3
2926,3
455,3
3604,3
2624,3
4506,3
2235,3
756,3
2862,3
2944,3
4425,3
977,3
4652,3
4444,3
4253,3
4694,3
498,3
1614,3
4785,3
1705,3
4026,3
230,3
3690,3
1843,3
807,3
3991,3
3187,3
3784,3
3028,7
2460,7
3272,7
428,7
2407,7
125,7
1904,7
3489,7
4949,7
4688,7
823,7
1735,7
780,7
1610,7
4807,7
3529,7
4246,7
345,7
2479,7
3287,7
1417,7
1873,7
2037,7
4996,7
1878,7
2901,7
1912,7
3880,7
1113,7
636,7
3536,7
2704,7
234,7
1768,7
1687,7
905,7
3382,7
3613,7
76,7
4348,7
2990,7
4176,7
3775,7
4404,7
114,7
783,7
257,7
3208,7
2410,7
2794,7
3365,7
4939,7
2851,7
3762,5
4794,5
4742,5
1112,5
3376,5
730,5
4628,5
480,5
3824,5
3274,5
674,5
4043,5
2093,5
2980,5
4491,5
3796,5
629,5
2669,5
3855,5
1596,5
1161,5
4198,5
3335,5
1620,5
3206,5
2567,5
149,5
3653,5
4984,5
3826,5
2698,5
3754,5
3408,5
3708,5
844,5
4897,5
4663,5
4870,5
335,5
3040,5
1327,5
2833,5
894,5
1993,5
135,5
3836,5
1920,5
2182,5
2715,5
1033,5
1131,5
196,5
2304,5
2492,5
1961,5
1695,5
127,5
3963,5
4724,5
1302,9
3440,9
4492,9
1786,9
4528,9
4171,9
1002,9
4618,9
3326,9
4738,9
341,9
128,9
2976,9
1198,9
4168,9
467,9
1345,9
4030,9
714,9
961,9
4928,9
4978,9
2469,9
3404,9
1728,9
346,9
3322,9
2682,9
2598,9
1276,9
296,9
212,9
3180,9
1649,9
1026,9
3829,9
592,9
3145,9
2502,9
4526,9
2127,9
3457,9
4654,9
1378,9
214,9
4774,9
140,9
599,9
4264,9
4778,9
4795,9
1085,9
3970,9
3494,9
648,9
2424,9
2219,9
1262,9
208,12
3396,12
3652,12
1318,12
2277,12
2683,12
3056,12
1732,12
2355,12
78,12
4141,12
3763,12
4782,12
